,Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,file_path,Widths,Heights,Ratios,Pixels
70,01b50a31cb6217bf25fad8fb21815ae2,0,1,1,1,0,0,0,0,0,0,0,0,21,petfinder-pawpularity-score/train/01b50a31cb6217bf25fad8fb21815ae2.jpg,720,960,0.75,691200
71,01b650d14149c5da9043a553a078bfb0,0,1,1,1,0,0,0,0,1,0,0,0,31,petfinder-pawpularity-score/train/01b650d14149c5da9043a553a078bfb0.jpg,1280,860,1.4883720930232558,1100800
72,01b7f452c4838f620ded2c7f67438e94,0,1,1,1,0,0,0,0,1,1,0,0,58,petfinder-pawpularity-score/train/01b7f452c4838f620ded2c7f67438e94.jpg,831,960,0.865625,797760
73,01bc69de38798826e0164058e775201a,0,1,1,1,0,0,0,0,0,0,0,0,50,petfinder-pawpularity-score/train/01bc69de38798826e0164058e775201a.jpg,750,395,1.8987341772151898,296250
74,01c029f3190009bf8a48a7b187d4dd9e,0,1,1,1,0,0,0,0,1,1,0,0,53,petfinder-pawpularity-score/train/01c029f3190009bf8a48a7b187d4dd9e.jpg,720,960,0.75,691200
75,01c34389fe155aea3503c914f29881fb,0,1,1,1,0,0,0,0,0,0,0,0,19,petfinder-pawpularity-score/train/01c34389fe155aea3503c914f29881fb.jpg,497,303,1.6402640264026402,150591
76,01d3b1337b973c204125f409286d8e54,1,1,1,1,0,0,0,0,0,0,1,0,26,petfinder-pawpularity-score/train/01d3b1337b973c204125f409286d8e54.jpg,1280,553,2.3146473779385173,707840
77,01e46cec0d4c2d3131ea0a46633d7d74,0,1,1,1,0,0,1,1,1,1,1,0,41,petfinder-pawpularity-score/train/01e46cec0d4c2d3131ea0a46633d7d74.jpg,960,960,1.0,921600
78,01e7a793ecf80d675f472d45ea7c7c3e,0,0,1,1,1,0,0,0,0,0,0,1,55,petfinder-pawpularity-score/train/01e7a793ecf80d675f472d45ea7c7c3e.jpg,720,960,0.75,691200
79,020413ca0cf070c60d63409f5100993a,0,1,1,1,0,0,0,0,0,0,0,0,32,petfinder-pawpularity-score/train/020413ca0cf070c60d63409f5100993a.jpg,1280,853,1.5005861664712778,1091840
80,02109ed7dc393b266b46f0de91ef4f2a,0,0,1,1,0,0,0,0,0,0,1,1,22,petfinder-pawpularity-score/train/02109ed7dc393b266b46f0de91ef4f2a.jpg,984,960,1.025,944640
81,02205556525c9c12b34d9a00259519cb,0,1,1,1,0,1,0,0,1,0,0,0,23,petfinder-pawpularity-score/train/02205556525c9c12b34d9a00259519cb.jpg,1080,809,1.3349814585908528,873720
82,0221f66230142bd45cbeb77b3cf1b4c9,0,1,1,1,0,0,0,0,0,0,0,0,39,petfinder-pawpularity-score/train/0221f66230142bd45cbeb77b3cf1b4c9.jpg,720,960,0.75,691200
83,0223b44b4998dd781dcc7d747489794e,0,0,1,1,0,0,0,0,0,0,0,0,42,petfinder-pawpularity-score/train/0223b44b4998dd781dcc7d747489794e.jpg,720,960,0.75,691200
84,023d98cfe386a7f75d6c112c3aedc0ae,0,1,1,1,0,0,0,0,1,1,0,0,57,petfinder-pawpularity-score/train/023d98cfe386a7f75d6c112c3aedc0ae.jpg,540,960,0.5625,518400
85,023e9c4a27815c9987e591e5e52ab291,0,1,1,0,0,0,0,0,0,0,0,0,50,petfinder-pawpularity-score/train/023e9c4a27815c9987e591e5e52ab291.jpg,720,960,0.75,691200
86,0254f54b148543442373d5aad45b2d1a,0,1,1,1,0,0,0,0,0,0,0,0,100,petfinder-pawpularity-score/train/0254f54b148543442373d5aad45b2d1a.jpg,1280,720,1.7777777777777777,921600
87,0255e40c9fae62a35c1943c4463ca6ad,0,1,1,1,0,0,1,0,0,0,0,0,31,petfinder-pawpularity-score/train/0255e40c9fae62a35c1943c4463ca6ad.jpg,1280,960,1.3333333333333333,1228800
88,02581632f146cccfcfc93005ef5f907e,0,0,1,0,0,0,0,0,1,1,0,0,38,petfinder-pawpularity-score/train/02581632f146cccfcfc93005ef5f907e.jpg,1280,1280,1.0,1638400
89,02585d6ff78871e7a5eb86ab620bbd0e,0,0,1,1,0,0,0,0,0,0,0,1,51,petfinder-pawpularity-score/train/02585d6ff78871e7a5eb86ab620bbd0e.jpg,720,405,1.7777777777777777,291600
90,02715d2f51385785febaccc52b7138b7,0,1,1,1,0,0,0,0,0,0,0,0,19,petfinder-pawpularity-score/train/02715d2f51385785febaccc52b7138b7.jpg,535,960,0.5572916666666666,513600
91,027a909fd3bc802f80646e92f8fdcd50,0,1,1,1,0,0,0,0,1,1,0,0,34,petfinder-pawpularity-score/train/027a909fd3bc802f80646e92f8fdcd50.jpg,720,960,0.75,691200
92,027dcc5f09ddf1347168e6637decb24c,0,1,1,1,0,0,1,0,0,0,0,0,39,petfinder-pawpularity-score/train/027dcc5f09ddf1347168e6637decb24c.jpg,720,960,0.75,691200
93,028d7652721dfd8643af1c9b21603af0,0,1,1,1,0,0,0,0,0,1,1,0,41,petfinder-pawpularity-score/train/028d7652721dfd8643af1c9b21603af0.jpg,720,960,0.75,691200
94,029141b506deb62d9c9e30cb52c952c4,0,1,1,1,0,0,0,0,0,0,0,0,60,petfinder-pawpularity-score/train/029141b506deb62d9c9e30cb52c952c4.jpg,405,720,0.5625,291600
95,029eb81eec4951bf0919743a0fdc3ebc,0,1,1,1,0,0,1,0,0,0,0,0,41,petfinder-pawpularity-score/train/029eb81eec4951bf0919743a0fdc3ebc.jpg,1280,957,1.3375130616509927,1224960
96,02a5a6417e5eb9694203e348741f76d0,0,1,1,1,0,0,0,0,0,0,0,0,49,petfinder-pawpularity-score/train/02a5a6417e5eb9694203e348741f76d0.jpg,720,960,0.75,691200
97,02b40c9bb4aa551021c925e8f301f879,0,1,1,1,0,0,0,0,0,0,0,0,41,petfinder-pawpularity-score/train/02b40c9bb4aa551021c925e8f301f879.jpg,720,960,0.75,691200
98,02b65b9132cd726756a300a4dd3ecd4a,0,1,1,1,0,0,0,0,1,1,0,0,14,petfinder-pawpularity-score/train/02b65b9132cd726756a300a4dd3ecd4a.jpg,622,773,0.8046571798188874,480806
99,02c494a328763f5ec1c8ea61cf86f92c,0,0,1,1,0,0,0,0,1,0,0,0,19,petfinder-pawpularity-score/train/02c494a328763f5ec1c8ea61cf86f92c.jpg,720,960,0.75,691200
100,02c63ef79c250f67aa845d36d38484c1,0,0,1,1,0,0,1,0,0,0,0,0,75,petfinder-pawpularity-score/train/02c63ef79c250f67aa845d36d38484c1.jpg,360,640,0.5625,230400
101,02c91a9f0d7a8c0f58a51d52d158ac50,0,1,1,1,0,1,0,0,0,0,0,0,43,petfinder-pawpularity-score/train/02c91a9f0d7a8c0f58a51d52d158ac50.jpg,1280,747,1.713520749665328,956160
102,02ce34db83f5c87bc7a31de6146f15b1,0,1,1,1,0,0,0,0,0,0,0,0,31,petfinder-pawpularity-score/train/02ce34db83f5c87bc7a31de6146f15b1.jpg,540,960,0.5625,518400
103,02d1b5d5a0910d3d093a12137548da15,0,1,1,1,0,0,0,0,0,0,0,0,88,petfinder-pawpularity-score/train/02d1b5d5a0910d3d093a12137548da15.jpg,720,960,0.75,691200
104,02d708c42c3544e702f7d3a431d5b320,0,0,0,1,0,0,0,0,0,0,0,1,14,petfinder-pawpularity-score/train/02d708c42c3544e702f7d3a431d5b320.jpg,955,960,0.9947916666666666,916800
105,02df15ac385bf43109f3884c49612e62,0,1,1,1,0,0,0,0,0,0,0,0,94,petfinder-pawpularity-score/train/02df15ac385bf43109f3884c49612e62.jpg,540,960,0.5625,518400
106,02eaa2451e7022bc23156b68ecced4a2,0,1,1,1,0,0,0,0,0,0,0,0,33,petfinder-pawpularity-score/train/02eaa2451e7022bc23156b68ecced4a2.jpg,480,960,0.5,460800
107,02f2a34e566b60159bff8bda8e07f863,0,1,1,1,0,0,0,0,0,0,0,0,30,petfinder-pawpularity-score/train/02f2a34e566b60159bff8bda8e07f863.jpg,600,600,1.0,360000
108,02f7bdd5745b91089029fa6826bb2288,0,1,1,1,0,0,0,0,0,0,0,0,91,petfinder-pawpularity-score/train/02f7bdd5745b91089029fa6826bb2288.jpg,1280,720,1.7777777777777777,921600
109,0301717e95a03a33d3dcd427eca8757a,0,1,1,1,0,0,0,0,0,0,0,0,57,petfinder-pawpularity-score/train/0301717e95a03a33d3dcd427eca8757a.jpg,800,676,1.183431952662722,540800
110,03037d786fb0c392410d2d031ec3bc40,0,0,0,0,0,0,1,0,0,0,0,0,30,petfinder-pawpularity-score/train/03037d786fb0c392410d2d031ec3bc40.jpg,1280,960,1.3333333333333333,1228800
111,03061e5075bde4995adf6cbf189b0901,0,1,1,1,0,0,0,0,1,0,0,0,4,petfinder-pawpularity-score/train/03061e5075bde4995adf6cbf189b0901.jpg,540,959,0.5630865484880083,517860
112,030f610d267d5074615ab41d34f5a6f2,0,1,1,0,0,0,0,1,0,0,0,0,47,petfinder-pawpularity-score/train/030f610d267d5074615ab41d34f5a6f2.jpg,1280,1280,1.0,1638400
113,0337f2ce81eef33554ccabb17e2d8992,0,1,1,1,0,0,0,0,1,1,0,0,45,petfinder-pawpularity-score/train/0337f2ce81eef33554ccabb17e2d8992.jpg,1280,960,1.3333333333333333,1228800
114,0344e33e02cead400d41da3b881a2920,0,1,1,1,0,1,0,0,0,0,0,0,32,petfinder-pawpularity-score/train/0344e33e02cead400d41da3b881a2920.jpg,540,960,0.5625,518400
115,03554d9a741249d07e4551fc2d4712a2,0,1,1,1,0,0,0,0,0,0,0,0,25,petfinder-pawpularity-score/train/03554d9a741249d07e4551fc2d4712a2.jpg,783,674,1.1617210682492582,527742
116,0362d5f206bcd7a1e04402c101572ccd,0,1,1,1,0,0,0,0,1,1,1,0,15,petfinder-pawpularity-score/train/0362d5f206bcd7a1e04402c101572ccd.jpg,720,960,0.75,691200
117,0365920c849af714930d75e7727c5165,0,1,1,1,0,1,0,0,0,0,0,0,46,petfinder-pawpularity-score/train/0365920c849af714930d75e7727c5165.jpg,525,525,1.0,275625
118,03683727667e2c32eef824efd54bf21d,0,0,1,1,0,0,0,0,0,1,0,0,21,petfinder-pawpularity-score/train/03683727667e2c32eef824efd54bf21d.jpg,720,960,0.75,691200
119,036a9984c03ac4b61664832560074c7a,0,1,1,1,0,0,0,0,0,0,0,0,35,petfinder-pawpularity-score/train/036a9984c03ac4b61664832560074c7a.jpg,720,960,0.75,691200
120,0372461ee0ea70d5e916da7fe78fedef,0,1,1,1,0,0,1,0,0,0,0,0,30,petfinder-pawpularity-score/train/0372461ee0ea70d5e916da7fe78fedef.jpg,540,960,0.5625,518400
121,037e47319c0298f97fe301acabd1e4dd,0,1,1,1,0,0,0,0,0,0,0,0,23,petfinder-pawpularity-score/train/037e47319c0298f97fe301acabd1e4dd.jpg,630,960,0.65625,604800
122,0381ad0a8c479d86032d2b80838dbfdd,0,1,1,1,0,0,0,0,0,0,0,0,32,petfinder-pawpularity-score/train/0381ad0a8c479d86032d2b80838dbfdd.jpg,720,960,0.75,691200
123,0388dd1c1d6aad04c448a470af4b3790,0,1,1,1,0,1,0,0,0,1,1,0,43,petfinder-pawpularity-score/train/0388dd1c1d6aad04c448a470af4b3790.jpg,540,960,0.5625,518400
124,038c7c8e925037b23da8711b5621104e,0,0,0,1,0,0,0,0,0,0,0,0,42,petfinder-pawpularity-score/train/038c7c8e925037b23da8711b5621104e.jpg,405,720,0.5625,291600
125,038dcf0921e7ca7555a5b8e06b5deb29,0,1,1,1,0,0,0,0,0,0,0,0,3,petfinder-pawpularity-score/train/038dcf0921e7ca7555a5b8e06b5deb29.jpg,1080,810,1.3333333333333333,874800
126,03940f7c2354884d7ccd1e27bc54b31a,0,1,1,1,0,0,1,0,0,0,1,0,32,petfinder-pawpularity-score/train/03940f7c2354884d7ccd1e27bc54b31a.jpg,1280,1280,1.0,1638400
127,03a020c7b36cd8572c92da83b6e4f27b,0,1,1,1,0,1,0,0,0,0,0,0,75,petfinder-pawpularity-score/train/03a020c7b36cd8572c92da83b6e4f27b.jpg,720,960,0.75,691200
128,03bf614bc238fdac0d612cdd149b14fa,0,1,1,1,0,1,0,1,0,1,1,0,54,petfinder-pawpularity-score/train/03bf614bc238fdac0d612cdd149b14fa.jpg,960,960,1.0,921600
129,03bfbe6d31c6c3ac48e726d2a9024e28,0,1,1,1,0,0,0,0,0,0,0,0,31,petfinder-pawpularity-score/train/03bfbe6d31c6c3ac48e726d2a9024e28.jpg,720,960,0.75,691200
130,03cc3bf8d70b4c82d026fa111c4fadea,1,1,1,1,0,0,0,0,0,0,0,0,23,petfinder-pawpularity-score/train/03cc3bf8d70b4c82d026fa111c4fadea.jpg,720,960,0.75,691200
131,03d375014d1a35e972dbc3d92413df46,0,1,1,1,0,0,0,0,0,0,0,0,49,petfinder-pawpularity-score/train/03d375014d1a35e972dbc3d92413df46.jpg,920,960,0.9583333333333334,883200
132,03d82e64d1b4d99f457259f03ebe604d,1,1,1,1,0,0,0,0,0,0,0,0,38,petfinder-pawpularity-score/train/03d82e64d1b4d99f457259f03ebe604d.jpg,1280,853,1.5005861664712778,1091840
